選舉類型,區域,名字,性別,政黨,現任與否,當選註記,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,黃天煌,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,童燕珍,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,曾麗燕,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,曾俊傑,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陸淑美,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳麗娜,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳麗珍,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳慧文,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳粹鑾,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳美雅,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳政聞,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳信瑜,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳玫娟,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,陳明澤,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,郭建盟,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,連立堅,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,許慧玉,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,許福森,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,許崑源,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,莊啟旺,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,張豐藤,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,張漢忠,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,張文瑞,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,康裕成,女,無,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,翁瑞珠,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,徐榮延,男,無,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,唐惠美,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,洪秀錦,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,洪平朗,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,柯路加,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林瑩蓉,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林義迪,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林富寶,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林芳如,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林武忠,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,林宛蓉,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,周鍾_,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,周玲妏,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,李順進,男,無,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,李雅靜,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,李喬如,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,李眉蓁,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,李長生,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,吳益政,男,親民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,吳利成,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆高雄市議員選舉,高雄市,方信淵,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,賴秋媚,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,鄭戴麗香,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,鄭金隆,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,蔣根煌,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,蔡錦賢,男,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,蔡淑君,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,歐金獅,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,劉哲彰,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,劉美芳,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,廖裕德,男,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,廖秀雄,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,廖正良,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,楊春妹,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,黃桂蘭,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,黃林玲玲,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,黃永昌,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,游輝廷,男,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,曾煥嘉,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,彭成龍,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳鴻源,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳錦錠,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳儀君,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳啟能,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳科名,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳明義,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳幸進,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳永福,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳世榮,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,陳文治,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,連斐璠,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,許昭興,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,許正鴻,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,張瑞山,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,張晉婷,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,張宏陸,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,高敏慧,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,胡淑蓉,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,洪佳君,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,金瑞龍,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,金介壽,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,金中玉,男,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,邱烽堯,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,林銘仁,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,林國春,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,林秀惠,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,林水山,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,忠仁．達祿斯,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,周雅玲,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,周勝考,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,沈發惠,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,李婉鈺,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,李翁月娥,女,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,李倩萍,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,李坤城,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,李余典,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,宋明宗,男,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,呂子昌,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,吳琪銘,男,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,何淑_,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,江永昌,男,無,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,白珮茹,女,中國國民黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,王淑慧,女,民主進步黨,,,,,,,,,,,,,,,,
2010第一屆新北市議員選舉,新北市,王明麗,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,顏聖冠,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,闕枚莎,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,簡余晏,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,鍾小平,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,戴錫欽,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,應曉薇,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,賴素如,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,潘懷宗,男,新黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,歐陽龍,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,厲耿桂芳,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,劉耀仁,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,葉林傳,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,楊實秋,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,黃珊珊,女,親民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,黃平洋,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,童仲彥,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳孋輝,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳錦祥,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳義洲,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳政忠,男,無,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳彥伯,男,新黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳建銘,男,台灣團結聯盟,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,陳永德,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,郭昭巖,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,許淑華,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,莊瑞雄,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,梁文傑,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,張茂楠,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,高嘉瑜,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,秦慧珠,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,徐佳青,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,洪健益,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,林瑞圖,男,無,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,林國成,男,親民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,林晉章,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,林世宗,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,周柏雅,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,周威佑,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,阮昭雄,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,汪志冰,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,李慶鋒,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,李慶元,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,李新,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,李彥秀,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,李建昌,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,吳碧珠,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,吳思瑤,女,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,吳志剛,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,吳世正,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,何志偉,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,江志銘,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,王鴻薇,女,新黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,王欣儀,女,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,王孝維,男,民主進步黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,王正德,男,中國國民黨,,,,,,,,,,,,,,,,
2010第十一屆台北市議員選舉,臺北市,王世堅,男,民主進步黨,,,,,,,,,,,,,,,,
2010臺灣省諮議會,澎湖縣,黃建築,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,澎湖縣,陳光復,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,臺南市,李源泉,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,臺東縣,梁俊良,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,臺東縣,林娜鈴,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,臺中市,楊傳國,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,臺中市,楊玉珍,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,彰化縣,陳光琛,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,嘉義縣,王東一,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,嘉義市,黃國芳,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,嘉義市,李佩玲,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,新竹縣,張碧琴,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,新竹縣,周細滿,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,新竹市,魏早炳,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,新北市,陳福來,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,雲林縣,李銘洲,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,基隆市,陳亦文,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,桃園縣,陳進祥,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,桃園縣,呂明美,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,苗栗縣,鄒玉梅,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,屏東縣,陳明順,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,屏東縣,林郁虹,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,南投縣,李宏裕,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,南投市,陳啟吉,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,花蓮縣,鄒永宏,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,花蓮縣,陳凱莉,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,宜蘭縣,林信華,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,宜蘭縣,尤松雄,,,,,,,,,,,,,,,,,,
2010臺灣省諮議會,台中市,王英三,,,,,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,蔡玉枝,女,中國國民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,楊進福,男,中國國民黨,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,楊春妹,女,中國國民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,洪金福,男,親民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,俄鄧_殷艾,男,民主進步黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,林志強,男,無黨籍,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,李芳儒,男,中國國民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,宋雨蓁,女,中國國民黨,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,吳春芳,女,中國國民黨,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,平原原住民,夷將_拔路兒,男,民主進步黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,蘇志強,男,無黨籍,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,陳瑛,女,中國國民黨,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,唐惠美,女,中國國民黨,,,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,林榮進,男,中國國民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,林民傑,男,無黨籍,N,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,谷暮_哈就,女,無黨籍,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,李傅中武,男,中國國民黨,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,伊斯坦大_貝雅夫_正福,男,無黨籍,Y,*,,,,,,,,,,,,,,
2014直轄市議員選舉,山原原住民,王建章,男,中國國民黨,Y,*,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,蘇家明,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,蘇志強,男,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,謝彰文,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,閻中傑,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,魯明哲,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,蔡永芳,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,歐炳辰,男,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,劉曾玉春,女,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,劉勝全,男,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,劉茂群,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,劉仁照,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,詹江村,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,葉明月,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,萬美玲,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,楊進福,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,楊朝偉,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,楊家俍,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,黃敬平,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,黃景熙,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,黃傅淑香,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,黃婉如,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,舒翠玲,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,游吾和,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,彭俊豪,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,陳麗莉,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,陳美梅,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,陳治文,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,陳志謀,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,郭麗華,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,許清順,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,莊玉輝,男,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,梁為超,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,張肇良,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,張運炳,男,無黨團結聯盟,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,張火爐,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,徐其萬,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,徐玉樹,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,范綱祥,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,邱素芬,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,邱奕勝,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,邱佳亮,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,林政賢,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,林俐玲,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,林志強,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,林正峰,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,周玉琴,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,李曉鐘,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,李雲強,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,李家興,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,李柏坊,男,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,李光達,男,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,呂淑真,女,中國國民黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,呂林小鳳,女,民主進步黨,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,吳宗憲,女,無,,,,,,,,,,,,,,,,
2014第一屆桃園市議員選舉,桃園市,王浩宇,男,綠黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,蘇慶雲,男,中國國民黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,蘇柏興,男,中國國民黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,羅永珍,女,中國國民黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,顏莉敏,女,中國國民黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,謝明源,男,民主進步黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,謝志忠,男,民主進步黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,賴義鍠,男,無,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,賴順仁,男,中國國民黨,,,,,,,,,,,,,,,,
2014第二屆台中市議員選舉,臺中市,賴朝國,男,中國國民黨,,,,,,,,,,,,,,,,
