ID,圖片網址,,座標,地址,候選人名稱,次要,共同,看板標語,標語 tag,黨徽,可能須排除,原始答案
76,/proj-assets/election-board/uploads/images/1538579342-a0e29de3fe11b450b9ecf0207feee026.jpg,4,POINT(23.0720417207242 120.290104043378),台南市新市區富強路59號號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=4 林志聰=1 陳碧玉=4 =0
77,/proj-assets/election-board/uploads/images/1538579414-11ba76840de565dce852d848355b45a7.jpg,4,POINT(23.0791160678559 120.295568501324),台南市新市區中興街1號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志聰=1 陳碧玉=4 =0
78,/proj-assets/election-board/uploads/images/1538579509-502eec84e5bb6680b245b02fa4ecd0f7.jpg,4,POINT(23.0246364149525 120.262404459),台南市永康區永明街180號,林宜瑾,,,"蛻變,邁向未來",,,,林宜瑾=4 林志聰=1 林燕祝=3 =0
78,/proj-assets/election-board/uploads/images/1538579509-502eec84e5bb6680b245b02fa4ecd0f7.jpg,4,POINT(23.0246364149525 120.262404459),台南市永康區永明街180號,林燕祝,,,,,,,
79,/proj-assets/election-board/uploads/images/1538579583-9288f8f590c9e3af719a9f17d779794a.jpg,4,POINT(23.0742294641824 120.293113069312),台南市新市區仁愛街157號,陳碧玉,,,努力讓臺南更女子（好）,性別,,,林志聰=1 陳碧玉=3 =0
80,/proj-assets/election-board/uploads/images/1538579664-e09dd55e5c326ba7b26f39c468722d43.jpg,4,POINT(23.0745416666667 120.293533333333),台南市新市區永福街71號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=3 林志聰=2 =0
81,/proj-assets/election-board/uploads/images/1538579687-01592fdbb2f787ba04174ed647d43d87.jpg,4,POINT(23.1014121334842 120.290088328044),台南市新市區華園宿舍[南科巡迴],林志展,賴清德,,信守承諾 承擔責任,,,,林志展=4 林志聰=2 =0
82,/proj-assets/election-board/uploads/images/1538579777-9207f224ed762f89caadb94b53a8ea69.jpg,4,POINT(23.0751621273242 120.275771287341),台南市新市區大洲,陳碧玉,,,0,,,,林志聰=1 陳碧玉=3 =0
83,/proj-assets/election-board/uploads/images/1538579879-919dceddcaabb4bd7af5d81274d3d258.jpg,4,POINT(23.058136721503 120.276688877826),台南市永康區豐化橋;中正北路 豐化橋,許忠信,,,0,,,,林志聰=3 許忠信=3 =0
83,/proj-assets/election-board/uploads/images/1538579879-919dceddcaabb4bd7af5d81274d3d258.jpg,4,POINT(23.058136721503 120.276688877826),台南市永康區豐化橋;中正北路 豐化橋,林志聰,,,,,,,林志聰=3 許忠信=3 =0
84,/proj-assets/election-board/uploads/images/1538579997-731e6521034ae6540a171fef6ef7076c.jpg,4,POINT(23.0445268 120.2743434),台南市永康區王行路630號,陳秋萍,,,,,,,林信全=3 林志聰=1 陳秋萍=3 =0
84,/proj-assets/election-board/uploads/images/1538579997-731e6521034ae6540a171fef6ef7076c.jpg,4,POINT(23.0445268 120.2743434),台南市永康區王行路630號,林信全,,,民意新力量,,,,林信全=3 林志聰=1 陳秋萍=3 =0
85,/proj-assets/election-board/uploads/images/1538580090-fa50aee2abb85c2997b91bca098083de.jpg,5,POINT(23.0419229323928 120.273074153442),台南市永康區王行路515號,林義豐,,,"不收捐款 無政治包袱 薪水捐弱勢團體,人民最大 超越藍綠 脫胎換骨,CEO,誰與爭豐",姓名諧音,,,林志聰=2 林義豐=4 陳世霖=4 =0
85,/proj-assets/election-board/uploads/images/1538580090-fa50aee2abb85c2997b91bca098083de.jpg,5,POINT(23.0419229323928 120.273074153442),台南市永康區王行路515號,陳世霖,"賴清德,王定宇",,賴清德王定宇唯一聯名力薦,推薦人,,,林志聰=2 林義豐=4 陳世霖=4 =0
86,/proj-assets/election-board/uploads/images/1538580162-f45fa6cadf04b7a256ec8c1336cdc881.jpg,5,POINT(23.03694 120.2724755),台南市永康區南141鄉道368號,林阳乙,,,做實事 做對的事,,,,林志聰=1 林阳乙=4 =0
87,/proj-assets/election-board/uploads/images/1538580394-2a84440d580147a306b88a069e00d45c.jpg,4,POINT(23.0341395344968 120.274110396295),台南市永康區王行路238號,陳世霖,,,賴清德王定宇唯一聯名力薦,推薦人,,,林志聰=1 陳世霖=3 =0
88,/proj-assets/election-board/uploads/images/1538580622-bd07dd1290f45778ba5c6e311e15295e.jpg,4,POINT(23.0336147503626 120.274457583704),台南市永康區王行路228號,林宜瑾,,,"蛻變,邁向未來",,,,林宜瑾=2 林志聰=1 陳秋宏=1 =0
89,/proj-assets/election-board/uploads/images/1538580813-4a03f17b741b1e9ddb2c66ce18eca24e.jpg,4,POINT(23.1060704413201 120.289255222571),台南市新市區大順六路8號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=3 林志展=1 林志聰=1 蘇煥智=3 =0
89,/proj-assets/election-board/uploads/images/1538580813-4a03f17b741b1e9ddb2c66ce18eca24e.jpg,4,POINT(23.1060704413201 120.289255222571),台南市新市區大順六路8號,蘇煥智,,,再開機台南 Restart,,,,李偉智=3 林志展=1 林志聰=1 蘇煥智=3 =0
90,/proj-assets/election-board/uploads/images/1538580916-96fbcb6968560e57486d9610883cf8c8.jpg,4,POINT(23.1071291024912 120.288741655771),台南市新市區晶電S1廠[南科巡迴],林志展,黃偉哲,,延續理念,,,,李偉智=3 林志展=2 林志聰=1 陳碧玉=1 =0
91,/proj-assets/election-board/uploads/images/1538581026-83a374c2ef8191bd7ca353add1d6bfa4.jpg,4,POINT(23.131955359959 120.293914141862),台南市善化區中正路476-4號,黃偉哲,,,"幸福城市 信賴選哲,國會評鑑第一名立委,美國哈佛大學碩士,美國耶魯大學博士","姓名諧音,經歷,學歷",,,林志展=2 林志聰=1 黃偉哲=3 =0
91,/proj-assets/election-board/uploads/images/1538581026-83a374c2ef8191bd7ca353add1d6bfa4.jpg,4,POINT(23.131955359959 120.293914141862),台南市善化區中正路476-4號,林志展,賴清德,,信守承諾 承擔責任,,,,林志展=2 林志聰=1 黃偉哲=3 =0
92,/proj-assets/election-board/uploads/images/1538581159-1540c76a1ac5cf7122d2aa9426160f3d.jpg,4,POINT(23.1275432683571 120.28979582209),台南市善化區光復路202號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志展=1 林志聰=1 陳碧玉=4 =0
93,/proj-assets/election-board/uploads/images/1538581248-2c432c3b7bf9bcc7e9b0677d662e05ff.jpg,4,POINT(23.1325031 120.2998731),台南市善化區中山路197號,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=3 林志展=1 林志聰=1 =0
94,/proj-assets/election-board/uploads/images/1538581302-f6c7a1772fb4a577ffeea92c412c3ec9.jpg,4,POINT(23.1327612 120.3015802),台南市善化區中山路143號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志展=1 林志聰=1 陳碧玉=4 =0
95,/proj-assets/election-board/uploads/images/1538581412-cfbcbfbaa4c73b96701a16212f6dd9d1.jpg,4,POINT(23.064814331416 120.281634231738),台南市新市區富強路1號,陳碧玉,林慶鎮,,一人當選兩人服務,,,,林志展=1 林志聰=1 陳碧玉=4 =0
96,/proj-assets/election-board/uploads/images/1538581550-c2330393198b6ddeeb2d2cdc0a0aa649.jpg,4,POINT(23.1318853215731 120.296313327647),台南市善化區中山路265號,林志聰,,,堅持進步的力量,,,,林志展=1 林志聰=4 黃偉哲=1 =0
97,/proj-assets/election-board/uploads/images/1538582141-2794544cdf61f3c6a370220a72a49ecd.jpg,4,POINT(23.130833 120.2950194),台南市善化區光明路55號,陳碧玉,,,0,,,,林志展=1 林志聰=1 陳碧玉=5
98,/proj-assets/election-board/uploads/images/1538582261-39d1c93f62ec6444e1eccd6df38385ab.jpg,4,POINT(23.1292474688701 120.291305543232),台南市善化區文昌路27號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志展=1 林志聰=1 陳碧玉=4 =0
99,/proj-assets/election-board/uploads/images/1538582330-e9d72ada9538cd8239db894d2c16fb1f.jpg,4,POINT(23.1269054775344 120.293844571328),台南市善化區大同路2號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=4 林志展=1 林志聰=1 陳碧玉=3 =0
99,/proj-assets/election-board/uploads/images/1538582330-e9d72ada9538cd8239db894d2c16fb1f.jpg,4,POINT(23.1269054775344 120.293844571328),台南市善化區大同路2號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=4 林志展=1 林志聰=1 陳碧玉=3 =0
100,/proj-assets/election-board/uploads/images/1538582427-1616d19623920fe0acd80fa8393fe4b9.jpg,4,POINT(23.1276034419436 120.289794612719),台南市善化區光復路200號,林志展,賴清德,,信守承諾 承擔責任,,,,林志展=4 林志聰=1 陳碧玉=1 =0
101,/proj-assets/election-board/uploads/images/1538582511-9f02f235daa1e7b0e0f00d0fca64baf4.jpg,4,POINT(23.1276137975918 120.287281725057),,陳碧玉,陳亭妃,,讓臺南更女子（好）,性別,,,李文俊=3 林志展=1 林志聰=1 陳碧玉=4 =0
101,/proj-assets/election-board/uploads/images/1538582511-9f02f235daa1e7b0e0f00d0fca64baf4.jpg,4,POINT(23.1276137975918 120.287281725057),,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=3 林志展=1 林志聰=1 陳碧玉=4 =0
102,/proj-assets/election-board/uploads/images/1538582583-9f04201b6b92ca16ef1c5cd4f7d5ebd1.jpg,4,POINT(23.1274859223918 120.287391322754),,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=2 李文俊=1 林志展=1 林志聰=1 陳碧玉=3 =0
102,/proj-assets/election-board/uploads/images/1538582583-9f04201b6b92ca16ef1c5cd4f7d5ebd1.jpg,4,POINT(23.1274859223918 120.287391322754),,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=2 李文俊=1 林志展=1 林志聰=1 陳碧玉=3 =0
103,/proj-assets/election-board/uploads/images/1538582636-7a6ffbf6b78a1badc6bd0e5c4c1af4d4.jpg,4,POINT(23.127628 120.287048),,陳碧玉,陳亭妃,,讓臺南更女子（好）,性別,,,李文俊=1 林志展=3 林志聰=2 王清崎=3 陳碧玉=2 黃偉哲=1 =0
103,/proj-assets/election-board/uploads/images/1538582636-7a6ffbf6b78a1badc6bd0e5c4c1af4d4.jpg,4,POINT(23.127628 120.287048),,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=1 林志展=3 林志聰=2 王清崎=3 陳碧玉=2 黃偉哲=1 =0
103,/proj-assets/election-board/uploads/images/1538582636-7a6ffbf6b78a1badc6bd0e5c4c1af4d4.jpg,4,POINT(23.127628 120.287048),,王清崎,,,"義工出身的參選人,懇請支持",,n,,李文俊=1 林志展=3 林志聰=2 王清崎=3 陳碧玉=2 黃偉哲=1 =0
103,/proj-assets/election-board/uploads/images/1538582636-7a6ffbf6b78a1badc6bd0e5c4c1af4d4.jpg,4,POINT(23.127628 120.287048),,林志展,賴清德,,信守承諾 承擔責任,,,,李文俊=1 林志展=3 林志聰=2 王清崎=3 陳碧玉=2 黃偉哲=1 =0
104,/proj-assets/election-board/uploads/images/1538582736-a146b46628eb2f567b65c37ea8167080.jpg,4,POINT(23.127628 120.287048),,林志展,賴清德,,信守承諾 承擔責任,,,,李文俊=3 林志展=3 林志聰=2 黃俊勝=3 黃偉哲=1 =0
104,/proj-assets/election-board/uploads/images/1538582736-a146b46628eb2f567b65c37ea8167080.jpg,4,POINT(23.127628 120.287048),,黃俊勝,,,義無反顧,,,,李文俊=3 林志展=3 林志聰=2 黃俊勝=3 黃偉哲=1 =0
104,/proj-assets/election-board/uploads/images/1538582736-a146b46628eb2f567b65c37ea8167080.jpg,4,POINT(23.127628 120.287048),,蘇煥智,,,再開機台南 Restart,,,,李文俊=3 林志展=3 林志聰=2 黃俊勝=3 黃偉哲=1 =0
104,/proj-assets/election-board/uploads/images/1538582736-a146b46628eb2f567b65c37ea8167080.jpg,4,POINT(23.127628 120.287048),,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=3 林志展=3 林志聰=2 黃俊勝=3 黃偉哲=1 =0
105,/proj-assets/election-board/uploads/images/1538582805-2b4e2af10a778cea1888b53de2f75065.jpg,4,POINT(23.1274192078127 120.287131554803),,林志聰,,,堅持進步的力量,,,,李偉智=1 林志展=1 林志聰=2 =0
106,/proj-assets/election-board/uploads/images/1538582888-0d2c6de2dc7ded4841582b48a02aee2d.jpg,4,POINT(23.1247381998073 120.29428879206),台南市善化區中正路200號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志展=1 林志聰=1 陳碧玉=4 黃偉哲=1
107,/proj-assets/election-board/uploads/images/1538583091-0386f2fd9188edb2f090db9c483b2741.jpg,5,POINT(23.1188364440556 120.294321521934),台南市善化區中正路81號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=4 李文俊=3 林志展=1 林志聰=2 陳碧玉=4 =0
107,/proj-assets/election-board/uploads/images/1538583091-0386f2fd9188edb2f090db9c483b2741.jpg,5,POINT(23.1188364440556 120.294321521934),台南市善化區中正路81號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=4 李文俊=3 林志展=1 林志聰=2 陳碧玉=4 =0
107,/proj-assets/election-board/uploads/images/1538583091-0386f2fd9188edb2f090db9c483b2741.jpg,5,POINT(23.1188364440556 120.294321521934),台南市善化區中正路81號,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李偉智=4 李文俊=3 林志展=1 林志聰=2 陳碧玉=4 =0
108,/proj-assets/election-board/uploads/images/1538583151-a4dea7e89ce06a54007177b67598bf69.jpg,4,POINT(23.1183689273959 120.294374734421),台南市善化區中正路2-1號,許忠信,,,迎向世界 重返榮耀,,,,林志展=1 林志聰=1 許忠信=4 高思博=4 黃偉哲=1
108,/proj-assets/election-board/uploads/images/1538583151-a4dea7e89ce06a54007177b67598bf69.jpg,4,POINT(23.1183689273959 120.294374734421),台南市善化區中正路2-1號,高思博,,,"新台南起義,廢除暴政・追求幸福",,,,林志展=1 林志聰=1 許忠信=4 高思博=4 黃偉哲=1
109,/proj-assets/election-board/uploads/images/1538583207-f47a0335f0888d0a5a96af09aa114663.jpg,4,POINT(23.1105438484041 120.294483931742),台南市善化區台19甲線,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志展=1 林志聰=1 陳碧玉=3 高思博=3 黃偉哲=1 =0
109,/proj-assets/election-board/uploads/images/1538583207-f47a0335f0888d0a5a96af09aa114663.jpg,4,POINT(23.1105438484041 120.294483931742),台南市善化區台19甲線,高思博,,,"新台南起義,廢除暴政・追求幸福",,,,林志展=1 林志聰=1 陳碧玉=3 高思博=3 黃偉哲=1 =0
110,/proj-assets/election-board/uploads/images/1538583371-d3bb08d6964d671f687670fdeb6cc72e.jpg,4,POINT(23.1009281748692 120.294756284161),台南市新市區復興路211號,林志展,賴清德,,信守承諾 承擔責任,,,,林志展=3 黃偉哲=1 =0
111,/proj-assets/election-board/uploads/images/1538583412-60fcbe035cbe0e309a0091b05af298d9.jpg,4,POINT(23.0926276 120.2965272),台南市新市區復興路162號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,陳碧玉=4 黃偉哲=1
112,/proj-assets/election-board/uploads/images/1538583489-40be972918e09cdafa6dca1975ea67b8.jpg,4,POINT(23.0925443134586 120.29511773423),台南市新市區復興路151號,王清崎,,,"義工出身的參選人,懇請支持",,n,,王清崎=4 黃偉哲=1
113,/proj-assets/election-board/uploads/images/1538583597-ab79a8c8add066de74ba310e1c9fb3b9.jpg,4,POINT(23.0749673038333 120.276695455657),台南市新市區新港社大道,林志展,賴清德,,信守承諾 承擔責任,,,,林志展=4 黃偉哲=1
114,/proj-assets/election-board/uploads/images/1538583662-eaa75fec176aeba0c42e24edbc32caa5.jpg,4,POINT(23.0517273963081 120.300658074374),台南市新化區台19甲線1041號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=4 林志展=1 陳碧玉=4 黃偉哲=1
114,/proj-assets/election-board/uploads/images/1538583662-eaa75fec176aeba0c42e24edbc32caa5.jpg,4,POINT(23.0517273963081 120.300658074374),台南市新化區台19甲線1041號,陳碧玉,林慶鎮,,一人當選兩人服務,,,,李偉智=4 林志展=1 陳碧玉=4 黃偉哲=1
115,/proj-assets/election-board/uploads/images/1538583710-403244f835d78cb8bd940b8e2ff33531.jpg,4,POINT(23.0585186702523 120.296821583391),台南市新化區金華街一段4號,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李偉智=2 李文俊=2 陳碧玉=2 黃偉哲=1 =0
115,/proj-assets/election-board/uploads/images/1538583710-403244f835d78cb8bd940b8e2ff33531.jpg,4,POINT(23.0585186702523 120.296821583391),台南市新化區金華街一段4號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=2 李文俊=2 陳碧玉=2 黃偉哲=1 =0
115,/proj-assets/election-board/uploads/images/1538583710-403244f835d78cb8bd940b8e2ff33531.jpg,4,POINT(23.0585186702523 120.296821583391),台南市新化區金華街一段4號,林志展,賴清德,,信守承諾 承擔責任,,,,李偉智=2 李文俊=2 陳碧玉=2 黃偉哲=1 =0
116,/proj-assets/election-board/uploads/images/1538583819-bfdb8808163548937240832eb91bc5b4.jpg,4,POINT(23.0596712910206 120.296682448066),台南市新化區中正路1207號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志聰=2 陳碧玉=2 高思博=2 黃俊勝=2 黃偉哲=1 =0
116,/proj-assets/election-board/uploads/images/1538583819-bfdb8808163548937240832eb91bc5b4.jpg,4,POINT(23.0596712910206 120.296682448066),台南市新化區中正路1207號,黃俊勝,,,義無反顧,,,,林志聰=2 陳碧玉=2 高思博=2 黃俊勝=2 黃偉哲=1 =0
116,/proj-assets/election-board/uploads/images/1538583819-bfdb8808163548937240832eb91bc5b4.jpg,4,POINT(23.0596712910206 120.296682448066),台南市新化區中正路1207號,林志聰,,,0,,,,林志聰=2 陳碧玉=2 高思博=2 黃俊勝=2 黃偉哲=1 =0
116,/proj-assets/election-board/uploads/images/1538583819-bfdb8808163548937240832eb91bc5b4.jpg,4,POINT(23.0596712910206 120.296682448066),台南市新化區中正路1207號,高思博,,,"新台南起義,廢除暴政・追求幸福",,,,林志聰=2 陳碧玉=2 高思博=2 黃俊勝=2 黃偉哲=1 =0
117,/proj-assets/election-board/uploads/images/1538583914-dcb0bf68639f21cc55a7b09ad35eba92.jpg,4,POINT(23.0599643137528 120.29665923767),台南市新化區中正路1211號,黃俊勝,,,義無反顧,,,,李文俊=2 林志聰=2 陳碧玉=1 黃俊勝=2 黃偉哲=1 =0
117,/proj-assets/election-board/uploads/images/1538583914-dcb0bf68639f21cc55a7b09ad35eba92.jpg,4,POINT(23.0599643137528 120.29665923767),台南市新化區中正路1211號,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=2 林志聰=2 陳碧玉=1 黃俊勝=2 黃偉哲=1 =0
117,/proj-assets/election-board/uploads/images/1538583914-dcb0bf68639f21cc55a7b09ad35eba92.jpg,4,POINT(23.0599643137528 120.29665923767),台南市新化區中正路1211號,林志聰,,,堅持進步的力量,,,,李文俊=2 林志聰=2 陳碧玉=1 黃俊勝=2 黃偉哲=1 =0
118,/proj-assets/election-board/uploads/images/1538584034-737e73f1abbd6f1509c0c5b7a0db75e0.jpg,4,POINT(23.0600082306334 120.29669540039),台南市新化區中正路1211號,李文俊,,,"改變ㄟ卡好,懇請支持",,,,李文俊=3 林志聰=1 黃俊勝=1 黃偉哲=1 =0
