學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
逢甲大學,一般大學,學,財務工程與精算學士學位學程,214,14,6.50%,私立
交通大學,一般大學,碩,統計學研究所,46,3,6.5%,公立
政治大學,一般大學,碩,社會學系,62,4,6.5%,公立
東海大學,一般大學,碩,景觀學系,31,2,6.5%,私立
臺灣師範大學,一般大學,碩,大眾傳播研究所,94,6,6.4%,公立
中國文化大學,一般大學,碩,建築及都市設計學系,47,3,6.4%,私立
銘傳大學,一般大學,碩,商品設計學系創新設計與管理碩在,47,3,6.4%,私立
清華大學,一般大學,碩,科技管理研究所,64,4,6.3%,公立
清華大學,一般大學,博,跨院國際博士班學位學程,80,5,6.3%,公立
臺灣大學,一般大學,碩,語言學研究所,32,2,6.3%,公立
臺灣大學,一般大學,博,會計學系,16,1,6.3%,公立
臺灣大學,一般大學,碩,環境工程學研究所,128,8,6.3%,公立
成功大學,一般大學,博,歷史學系,32,2,6.3%,公立
中興大學,一般大學,博,財務金融學系,16,1,6.3%,公立
中興大學,一般大學,碩,生醫工程研究所,32,2,6.3%,公立
臺灣科技大學,技專校院,博,自動化及控制研究所,16,1,6.3%,公立
輔仁大學,一般大學,碩,公共衛生學系,32,2,6.3%,私立
中國文化大學,一般大學,碩,景觀學系,16,1,6.3%,私立
逢甲大學,一般大學,碩,企業管理學系,32,2,6.3%,私立
實踐大學,一般大學,碩,音樂學系,32,2,6.3%,私立
東海大學,一般大學,碩,美術學系,129,8,6.2%,私立
政治大學,一般大學,碩,法律學系,243,15,6.2%,公立
臺灣大學,一般大學,博,電機工程學系,81,5,6.2%,公立
東華大學,一般大學,博,教育與潛能開發學系多元文化教育博士班,130,8,6.2%,公立
東吳大學,一般大學,碩,財務工程與精算數學系,65,4,6.2%,私立
臺灣大學,一般大學,碩,政治學系,212,13,6.1%,公立
中興大學,一般大學,碩,行銷學系,49,3,6.1%,公立
臺北科技大學,技專校院,碩,互動設計系,98,6,6.1%,公立
政治大學,一般大學,碩,國際經營與貿易學系,115,7,6.1%,公立
輔仁大學,一般大學,碩,音樂學系,148,9,6.1%,私立
中興大學,一般大學,博,獸醫學系,33,2,6.1%,公立
中正大學,一般大學,博,歷史學系,33,2,6.1%,公立
臺灣科技大學,技專校院,碩,色彩與照明科技研究所,33,2,6.1%,公立
臺北科技大學,技專校院,博,土木工程系土木與防災博士班,33,2,6.1%,公立
臺灣藝術大學,一般大學,碩,雕塑學系,33,2,6.1%,公立
輔仁大學,一般大學,學,景觀設計學系,231,14,6.10%,私立
崑山科技大學,技專校院,碩,視覺傳達設計系,33,2,6.1%,私立
臺北醫學大學,一般大學,博,醫學資訊研究所,33,2,6.1%,私立
東海大學,一般大學,碩,企業管理學系,50,3,6.0%,私立
臺灣科技大學,技專校院,博,電子工程系,84,5,6.0%,公立
東海大學,一般大學,學,景觀學系,253,15,5.90%,私立
清華大學,一般大學,博,物理學系,68,4,5.9%,公立
臺灣大學,一般大學,碩,會計學系,102,6,5.9%,公立
交通大學,一般大學,碩,音樂研究所,68,4,5.9%,公立
臺北大學,一般大學,博,自然資源與環境管理研究所,17,1,5.9%,公立
臺北大學,一般大學,博,電機資訊學院博士班,17,1,5.9%,公立
暨南國際大學,一般大學,博,諮商心理與人力資源發展學系輔導與諮商博士班,17,1,5.9%,公立
臺東大學,一般大學,博,教育學系教育研究博士班,17,1,5.9%,公立
中國文化大學,一般大學,碩,機械工程學系數位機電碩士班,17,1,5.9%,私立
逢甲大學,一般大學,碩,經濟學系,17,1,5.9%,私立
世新大學,一般大學,碩,數位多媒體設計學系,17,1,5.9%,私立
世新大學,一般大學,碩,經濟學系,17,1,5.9%,私立
南臺學校財團法人南臺科技大學,技專校院,碩,視覺傳達設計系,34,2,5.9%,私立
中原大學,一般大學,學,商業設計學系,359,21,5.80%,私立
清華大學,一般大學,碩,生醫工程與環境科學系,120,7,5.8%,公立
臺南大學,一般大學,博,教育學系教育經營與管理博士班,120,7,5.8%,公立
臺灣師範大學,一般大學,碩,人類發展與家庭學系,86,5,5.8%,公立
臺灣師範大學,一般大學,博,教育心理與輔導學系,69,4,5.8%,公立
高雄師範大學,一般大學,碩,美術學系,190,11,5.8%,公立
臺灣大學,一般大學,博,歷史學系,52,3,5.8%,公立
中興大學,一般大學,碩,生物化學研究所,35,2,5.7%,公立
交通大學,一般大學,碩,機器人碩士學位學程,35,2,5.7%,公立
銘傳大學,一般大學,碩,風險管理與保險學系,35,2,5.7%,私立
臺北科技大學,技專校院,學,資訊與財金管理系,387,22,5.70%,公立
臺灣大學,一般大學,碩,電機工程學系,229,13,5.7%,公立
臺灣大學,一般大學,碩,醫學檢驗暨生物技術學系,53,3,5.7%,公立
中山大學,一般大學,碩,行銷傳播管理研究所,124,7,5.6%,公立
臺灣科技大學,技專校院,碩,企業管理系,231,13,5.6%,公立
中原大學,一般大學,學,建築學系,322,18,5.60%,私立
清華大學,一般大學,碩,統計學研究所,54,3,5.6%,公立
清華大學,一般大學,博,資訊系統與應用研究所,18,1,5.6%,公立
臺灣大學,一般大學,碩,生醫電子與資訊學研究所,108,6,5.6%,公立
中央大學,一般大學,博,材料科學與工程研究所,18,1,5.6%,公立
臺北大學,一般大學,碩,金融與合作經營學系,36,2,5.6%,公立
東海大學,一般大學,碩,財務金融學系,36,2,5.6%,私立
中原大學,一般大學,博,企業管理學系,36,2,5.6%,私立
明志科技大學,技專校院,碩,工業設計系,18,1,5.6%,私立
嶺東科技大學,技專校院,碩,財務金融系,36,2,5.6%,私立
臺北科技大學,技專校院,學,資訊工程系,235,13,5.50%,公立
世新大學,一般大學,碩,公共關係暨廣告學系,109,6,5.5%,私立
臺北科技大學,技專校院,博,機電科技研究所_外國學生專班,91,5,5.5%,公立
中興大學,一般大學,碩,獸醫學系,73,4,5.5%,公立
臺灣師範大學,一般大學,博,國文學系,74,4,5.4%,公立
靜宜大學,一般大學,碩,食品營養學系,37,2,5.4%,私立
高雄師範大學,一般大學,博,成人教育研究所,56,3,5.4%,公立
清華大學,一般大學,碩,全球營運管理碩士雙聯學位學程,19,1,5.3%,公立
臺灣大學,一般大學,博,社會工作學系,19,1,5.3%,公立
臺灣師範大學,一般大學,博,地球科學系,19,1,5.3%,公立
成功大學,一般大學,碩,教育研究所,57,3,5.3%,公立
臺北藝術大學,一般大學,博,戲劇學系,19,1,5.3%,公立
臺北藝術大學,一般大學,碩,劇場設計學系,38,2,5.3%,公立
金門大學,一般大學,碩,運動與休閒學系,19,1,5.3%,公立
東海大學,一般大學,碩,政治學系,19,1,5.3%,私立
淡江大學,一般大學,碩,土木工程學系,38,2,5.3%,私立
逢甲大學,一般大學,碩,中國文學系,19,1,5.3%,私立
元智大學,一般大學,碩,中國語文學系,19,1,5.3%,私立
義守大學,一般大學,學,國際財務金融學系,114,6,5.30%,私立
朝陽科技大學,技專校院,碩,工業設計系,38,2,5.3%,私立
亞洲大學,一般大學,碩,資訊傳播學系,19,1,5.3%,私立
銘傳大學,一般大學,學,財務金融學系,837,44,5.30%,私立
臺灣師範大學,一般大學,碩,健康促進與衛生教育學系,58,3,5.2%,公立
臺灣大學,一般大學,博,資訊網路與多媒體研究所,39,2,5.1%,公立
臺灣大學,一般大學,博,高分子科學與工程學研究所,39,2,5.1%,公立
暨南國際大學,一般大學,博,國際文教與比較教育學系,39,2,5.1%,公立
臺北藝術大學,一般大學,碩,藝術行政與管理研究所,98,5,5.1%,公立
臺灣大學,一般大學,碩,植物科學研究所,59,3,5.1%,公立
中國文化大學,一般大學,碩,中國文學系,59,3,5.1%,私立
政治大學,一般大學,碩,法律科際整合研究所,79,4,5.1%,公立
臺北教育大學,一般大學,博,教育經營與管理學系教育政策與管理博士班,79,4,5.1%,公立
臺灣大學,一般大學,碩,土木工程學系,435,22,5.1%,公立
清華大學,一般大學,碩,幼兒教育學系,120,6,5.0%,公立
臺灣大學,一般大學,博,藥理學研究所,20,1,5.0%,公立
臺灣大學,一般大學,碩,社會工作學系,60,3,5.0%,公立
臺灣師範大學,一般大學,碩,表演藝術研究所,80,4,5.0%,公立
中正大學,一般大學,博,會計與資訊科技學系,20,1,5.0%,公立
臺灣藝術大學,一般大學,碩,藝術管理與文化政策研究所,40,2,5.0%,公立
東海大學,一般大學,碩,數位創新碩士學位學程,20,1,5.0%,私立
輔仁大學,一般大學,碩,德語語文學系,20,1,5.0%,私立
世新大學,一般大學,碩,圖文傳播暨數位出版學系,20,1,5.0%,私立
亞洲大學,一般大學,博,健康產業管理學系,40,2,5.0%,私立
臺北藝術大學,一般大學,碩,建築與文化資產研究所,61,3,4.9%,公立
銘傳大學,一般大學,學,廣告暨策略行銷學系,348,17,4.90%,私立
清華大學,一般大學,博,工程與系統科學系,82,4,4.9%,公立
臺灣大學,一般大學,博,商學研究所,41,2,4.9%,公立
臺灣師範大學,一般大學,博,課程與教學研究所,41,2,4.9%,公立
中山大學,一般大學,博,人力資源管理研究所,41,2,4.9%,公立
清華大學,一般大學,碩,生物資訊與結構生物研究所,62,3,4.8%,公立
中國文化大學,一般大學,學,美術學系,270,13,4.80%,私立
輔仁大學,一般大學,碩,法律學系,187,9,4.8%,私立
中央大學,一般大學,碩,財務金融學系,125,6,4.8%,公立
銘傳大學,一般大學,學,休閒遊憩管理學系,271,13,4.80%,私立
政治大學,一般大學,博,法律學系,42,2,4.8%,公立
清華大學,一般大學,碩,音樂學系,84,4,4.8%,公立
臺灣大學,一般大學,博,圖書資訊學系,21,1,4.8%,公立
臺灣大學,一般大學,博,資訊管理學系,21,1,4.8%,公立
臺灣師範大學,一般大學,博,數學系,21,1,4.8%,公立
交通大學,一般大學,碩,亞際文化研究國際碩士學位學程(台灣聯合大學系統),21,1,4.8%,公立
嘉義大學,一般大學,博,行銷與觀光管理學系觀光休閒管理博士班,21,1,4.8%,公立
暨南國際大學,一般大學,碩,中國語文學系,21,1,4.8%,公立
臺北科技大學,技專校院,博,環境工程與管理研究所,21,1,4.8%,公立
臺北藝術大學,一般大學,碩,新媒體藝術學系,84,4,4.8%,公立
中原大學,一般大學,學,景觀學系,231,11,4.80%,私立
淡江大學,一般大學,碩,法國語文學系,21,1,4.8%,私立
淡江大學,一般大學,碩,經濟學系經濟與財務碩士班,21,1,4.8%,私立
朝陽科技大學,技專校院,博,企業管理系台灣產業策略發展博士班,42,2,4.8%,私立
朝陽科技大學,技專校院,學,景觀及都市設計系,315,15,4.80%,私立
高雄醫學大學,一般大學,博,天然藥物研究所,21,1,4.8%,私立
中原大學,一般大學,碩,室內設計學系,127,6,4.7%,私立
成功大學,一般大學,碩,工業設計學系,150,7,4.7%,公立
靜宜大學,一般大學,學,大眾傳播學系,301,14,4.70%,私立
政治大學,一般大學,碩,科技管理與智慧財產研究所,151,7,4.6%,公立
臺灣大學,一般大學,碩,資訊工程學系,368,17,4.6%,公立
彰化師範大學,一般大學,碩,美術學系,65,3,4.6%,公立
政治大學,一般大學,博,民族學系,22,1,4.5%,公立
清華大學,一般大學,碩,哲學研究所,22,1,4.5%,公立
臺灣大學,一般大學,碩,健康政策與管理研究所,110,5,4.5%,公立
交通大學,一般大學,碩,環境工程研究所,66,3,4.5%,公立
暨南國際大學,一般大學,博,新興產業策略與發展博士學位學程,66,3,4.5%,公立
臺灣藝術大學,一般大學,碩,圖文傳播藝術學系,44,2,4.5%,公立
臺北教育大學,一般大學,碩,當代藝術評論與策展研究全英語碩士學位學程,22,1,4.5%,公立
中原大學,一般大學,碩,財務金融學系,22,1,4.5%,私立
朝陽科技大學,技專校院,博,資訊管理系,22,1,4.5%,私立
嶺東科技大學,技專校院,碩,數位媒體設計系,22,1,4.5%,私立
樹德科技大學,技專校院,學,藝術管理與藝術經紀系,221,10,4.50%,私立
銘傳大學,一般大學,學,資訊工程學系,421,19,4.50%,私立
樹德科技大學,技專校院,學,視覺傳達設計系,599,27,4.50%,私立
靜宜大學,一般大學,學,財務金融學系,688,31,4.50%,私立
政治大學,一般大學,碩,圖書資訊與檔案學研究所,111,5,4.5%,公立
清華大學,一般大學,學,清華學院學士班,89,4,4.50%,公立
中山大學,一般大學,碩,海洋環境及工程學系,67,3,4.5%,公立
臺灣大學,一般大學,碩,法律學系,495,22,4.4%,公立
中正大學,一般大學,博,法律學系,45,2,4.4%,公立
中國文化大學,一般大學,學,建築及都市設計學系,294,13,4.40%,私立
臺灣科技大學,技專校院,碩,建築系,183,8,4.4%,公立
臺灣大學,一般大學,博,經濟學系,23,1,4.3%,公立
交通大學,一般大學,博,土木工程學系,46,2,4.3%,公立
中正大學,一般大學,博,犯罪防治學系,46,2,4.3%,公立
高雄師範大學,一般大學,博,教育學系,92,4,4.3%,公立
高雄師範大學,一般大學,博,科學教育暨環境教育研究所科學教育博士班,46,2,4.3%,公立
彰化師範大學,一般大學,博,機電工程學系,23,1,4.3%,公立
東海大學,一般大學,碩,中國文學系,46,2,4.3%,私立
輔仁大學,一般大學,碩,食品科學系,46,2,4.3%,私立
東吳大學,一般大學,碩,國際經營與貿易學系,92,4,4.3%,私立
中原大學,一般大學,博,電子工程學系,23,1,4.3%,私立
中國文化大學,一般大學,碩,財務金融學系,23,1,4.3%,私立
東海大學,一般大學,學,音樂學系,162,7,4.30%,私立
世新大學,一般大學,碩,傳播管理學系,93,4,4.3%,私立
銘傳大學,一般大學,碩,企業管理學系,93,4,4.3%,私立
臺北藝術大學,一般大學,碩,舞蹈研究所,70,3,4.3%,公立
臺灣大學,一般大學,博,化學系,117,5,4.3%,公立
朝陽科技大學,技專校院,學,傳播藝術系,749,32,4.30%,私立
中央大學,一般大學,碩,法律與政府研究所,47,2,4.3%,公立
長庚大學,一般大學,碩,工商管理學系,47,2,4.3%,私立
朝陽科技大學,技專校院,學,建築系,470,20,4.30%,私立
臺灣師範大學,一般大學,博,體育學系,118,5,4.2%,公立
清華大學,一般大學,碩,環境與文化資源學系,71,3,4.2%,公立
臺灣藝術大學,一般大學,碩,電影學系,95,4,4.2%,公立
臺北醫學大學,一般大學,學,口腔衛生學系,119,5,4.20%,私立
實踐大學,一般大學,學,媒體傳達設計學系,382,16,4.20%,私立
臺灣科技大學,技專校院,學,應用外語系,239,10,4.20%,公立
清華大學,一般大學,博,核子工程與科學研究所,24,1,4.2%,公立
成功大學,一般大學,碩,熱帶植物與微生物科學研究所,24,1,4.2%,公立
成功大學,一般大學,碩,都市計劃學系,120,5,4.2%,公立
成功大學,一般大學,碩,口腔醫學研究所,24,1,4.2%,公立
中興大學,一般大學,碩,外國語文學系,24,1,4.2%,公立
中興大學,一般大學,博,環境工程學系,24,1,4.2%,公立
交通大學,一般大學,博,電子研究所,144,6,4.2%,公立
彰化師範大學,一般大學,博,人力資源管理研究所,24,1,4.2%,公立
臺北藝術大學,一般大學,碩,文創產業國際藝術碩士學位學程,24,1,4.2%,公立
臺南藝術大學,一般大學,學,應用音樂學系,216,9,4.20%,公立
臺南大學,一般大學,博,特殊教育學系,24,1,4.2%,公立
中國文化大學,一般大學,碩,國家發展與中國大陸研究所,48,2,4.2%,私立
